number,value,datetime_start,datetime_complete,duration,params_dim_n_components,params_xgb_alpha,params_xgb_colsample_bynode,params_xgb_lambda,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_min_split_loss,params_xgb_subsample,user_attrs_f1_discrepancy,user_attrs_hyperparameters,user_attrs_model_dim,user_attrs_model_xgb,state
86,0.689624,2025-08-10 22:09:59.708678,2025-08-10 22:10:19.388378,0 days 00:00:19.679700,500,7.318136901901376,0.4612513776244774,19.86261890791468,0.008235822602536216,6,12.156476960780598,1.6653737019989143,0.5205006768578686,0.28756000000000004,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.008235822602536216, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.4612513776244774, xgb_subsample=0.5205006768578686, xgb_min_split_loss=1.6653737019989143, xgb_min_child_weight=12.156476960780598)",,,COMPLETE
87,0.690929,2025-08-10 22:10:19.388960,2025-08-10 22:10:51.826600,0 days 00:00:32.437640,400,6.581511804997346,0.48917465647196257,6.376904595160418,0.004568876709414079,7,15.040738177832845,1.3688499354618568,0.42021571544664865,0.29657599999999995,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=7, xgb_learning_rate=0.004568876709414079, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.48917465647196257, xgb_subsample=0.42021571544664865, xgb_min_split_loss=1.3688499354618568, xgb_min_child_weight=15.040738177832845)",,,COMPLETE
88,0.676491,2025-08-10 22:10:51.827182,2025-08-10 22:11:08.564194,0 days 00:00:16.737012,100,5.502883753004513,0.37950474484245084,11.81821160876364,0.007089268373043715,6,13.180092920490436,1.1093160821951722,0.5017202626635912,0.23376700000000006,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.007089268373043715, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.37950474484245084, xgb_subsample=0.5017202626635912, xgb_min_split_loss=1.1093160821951722, xgb_min_child_weight=13.180092920490436)",,,COMPLETE
89,0.689794,2025-08-10 22:11:08.564723,2025-08-10 22:11:41.791464,0 days 00:00:33.226741,600,8.302216926377314,0.43322817240989026,6.334670819413597,0.0031012167743589138,6,13.745140862977317,2.625890540010935,0.5477240149498714,0.279559,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.0031012167743589138, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.43322817240989026, xgb_subsample=0.5477240149498714, xgb_min_split_loss=2.625890540010935, xgb_min_child_weight=13.745140862977317)",,,COMPLETE
90,0.686272,2025-08-10 22:11:41.792068,2025-08-10 22:12:00.661749,0 days 00:00:18.869681,400,7.794811432846325,0.4041887439458548,9.242552045630484,0.00621788581349942,7,15.354232889967221,1.1882136079256171,0.48640229406063595,0.27851099999999995,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=7, xgb_learning_rate=0.00621788581349942, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.4041887439458548, xgb_subsample=0.48640229406063595, xgb_min_split_loss=1.1882136079256171, xgb_min_child_weight=15.354232889967221)",,,COMPLETE
91,0.686585,2025-08-10 22:12:00.662293,2025-08-10 22:12:16.339421,0 days 00:00:15.677128,600,8.971663067501401,0.3663495991957705,9.827524300172048,0.009023257393092086,5,14.636166718548028,1.5726563583860649,0.5749848688570469,0.27585899999999997,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.009023257393092086, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3663495991957705, xgb_subsample=0.5749848688570469, xgb_min_split_loss=1.5726563583860649, xgb_min_child_weight=14.636166718548028)",,,COMPLETE
92,0.694843,2025-08-10 22:12:16.339950,2025-08-10 22:12:36.180748,0 days 00:00:19.840798,600,9.793785073461505,0.346247800324958,10.37743424425489,0.00807388460154254,5,14.487334551606045,1.4534633113605888,0.6171842834388237,0.27412400000000003,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.00807388460154254, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.346247800324958, xgb_subsample=0.6171842834388237, xgb_min_split_loss=1.4534633113605888, xgb_min_child_weight=14.487334551606045)",,,COMPLETE
93,0.68966,2025-08-10 22:12:36.181390,2025-08-10 22:12:59.636392,0 days 00:00:23.455002,500,9.563768303036763,0.3500049967895142,8.521636357714673,0.007823356649935068,5,14.119155471151693,1.2587508589515708,0.6192360468927915,0.28640599999999994,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.007823356649935068, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3500049967895142, xgb_subsample=0.6192360468927915, xgb_min_split_loss=1.2587508589515708, xgb_min_child_weight=14.119155471151693)",,,COMPLETE
94,0.695097,2025-08-10 22:12:59.636911,2025-08-10 22:13:27.017199,0 days 00:00:27.380288,600,6.920562038774711,0.29465651555894085,8.047558328691794,0.00556178353250608,5,15.509993186959967,1.457161565140586,0.5635517015265841,0.280057,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.00556178353250608, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.29465651555894085, xgb_subsample=0.5635517015265841, xgb_min_split_loss=1.457161565140586, xgb_min_child_weight=15.509993186959967)",,,COMPLETE
95,0.684746,2025-08-10 22:13:27.017814,2025-08-10 22:13:51.214336,0 days 00:00:24.196522,700,6.167134623879887,0.26699741505258484,7.302187163144481,0.004142979263668495,6,16.065727173472627,1.4586409117246586,0.5591536932469499,0.28075000000000006,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.004142979263668495, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.26699741505258484, xgb_subsample=0.5591536932469499, xgb_min_split_loss=1.4586409117246586, xgb_min_child_weight=16.065727173472627)",,,COMPLETE
96,0.690977,2025-08-10 22:13:51.214906,2025-08-10 22:14:16.324291,0 days 00:00:25.109385,600,6.997248083000288,0.290980808724729,8.01465173378004,0.005155910995394375,5,15.54506025528591,1.799508124215413,0.5320242083771699,0.2742300000000001,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.005155910995394375, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.290980808724729, xgb_subsample=0.5320242083771699, xgb_min_split_loss=1.799508124215413, xgb_min_child_weight=15.54506025528591)",,,COMPLETE
97,0.6856,2025-08-10 22:14:16.324844,2025-08-10 22:14:38.034289,0 days 00:00:21.709445,700,7.23898205239842,0.23746538622956742,10.664260818428776,0.005657200800231989,5,15.138897501914967,1.3932726827726756,0.44425471400701666,0.27267300000000005,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.005657200800231989, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.23746538622956742, xgb_subsample=0.44425471400701666, xgb_min_split_loss=1.3932726827726756, xgb_min_child_weight=15.138897501914967)",,,COMPLETE
98,0.676081,2025-08-10 22:14:38.034899,2025-08-10 22:15:22.665242,0 days 00:00:44.630343,600,5.061773886250032,0.47352122015918496,10.158045261704396,0.0009553338712854657,6,16.635998862862692,1.9054444436585676,0.585861446319646,0.219159,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=6, xgb_learning_rate=0.0009553338712854657, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.47352122015918496, xgb_subsample=0.585861446319646, xgb_min_split_loss=1.9054444436585676, xgb_min_child_weight=16.635998862862692)",,,COMPLETE
99,0.686982,2025-08-10 22:15:22.665834,2025-08-10 22:15:49.757167,0 days 00:00:27.091333,700,6.266074889144477,0.31976546012235135,7.447615573064747,0.006575836658393546,8,15.699353542324019,1.7487940178972767,0.6479732034298631,0.305532,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=8, xgb_learning_rate=0.006575836658393546, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.31976546012235135, xgb_subsample=0.6479732034298631, xgb_min_split_loss=1.7487940178972767, xgb_min_child_weight=15.699353542324019)",,,COMPLETE
100,0.690927,2025-08-10 22:15:49.757750,2025-08-10 22:16:06.203211,0 days 00:00:16.445461,600,6.840675981692053,0.3859960388527554,11.171381169273184,0.007306169371334364,4,13.847597089981367,1.6165784969314863,0.5175989921493516,0.22279400000000005,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=4, xgb_learning_rate=0.007306169371334364, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.3859960388527554, xgb_subsample=0.5175989921493516, xgb_min_split_loss=1.6165784969314863, xgb_min_child_weight=13.847597089981367)",,,COMPLETE
101,0.688515,2025-08-10 22:16:06.203754,2025-08-10 22:16:22.331648,0 days 00:00:16.127894,500,8.389662231993892,0.34235478745992165,9.060048492723736,0.00891823140224349,5,14.409514280339794,1.0964281537792215,0.6162577076823856,0.262656,"Hparams(val_split=0.4, seed=42, num_rounds=100000, early_stopping_rounds=500, dim_reduction_method='svd', xgb_max_depth=5, xgb_learning_rate=0.00891823140224349, xgb_num_parallel_tree=1, xgb_colsample_bynode=0.34235478745992165, xgb_subsample=0.6162577076823856, xgb_min_split_loss=1.0964281537792215, xgb_min_child_weight=14.409514280339794)",,,COMPLETE
102,,2025-08-10 22:16:22.332280,2025-08-10 22:16:30.011747,0 days 00:00:07.679467,500,10.26960234306209,0.29919362771389263,8.53280726718046,0.008016932202894561,5,14.885554932921,1.3277103576077496,0.667944797999947,,,,,FAIL
